"GOVCODE","GOVNAME","RESCODE","ENROLLMT","NSCHLS","SCHLVL","AREA","MCCODE","BIGCODE","EMPST","GOVCOMP","GBATLRG","GBELDIST","GBTOT","GBMALE","GBWM","GBBKM","GBWHM","GBBKHM","GBAMIM","GBASM","GBFEM","GBWFEM","GBBKFEM","GBWHFEM","GBBKHFEM","GBAMIFEM","GBASFEM","ABTOT","ABMALE","ABWM","ABBKM","ABWHM","ABBKHM","ABAMIM","ABASM","ABFEM","ABWFEM","ABBKFEM","ABWHFEM","ABBKHFEM","ABAMIFEM","ABASFEM","OOSUPER","OOMISC","OOMALE","OOWM","OOBKM","OOWHM","OOBKHM","OOAMIM","OOASM","OOFEM","OOWFEM","OOBKFEM","OOWHFEM","OOBKHFEM","OOAMIFEM","OOASFEM","FYMMDD","ADVSC","TYPESC"
"485038016","PULLMAN SCH DIST 267",1,2207,7,3,5,"000000000000000000000000000000",2,2,2,5,0,5,3,2,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,1,2
"485038018","ROSALIA SCH DIST 320",1,250,1,3,4,"480384803200000000000000000000",2,2,3,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,2,0
"485038019","ST JOHN SCH DIST 322",1,198,2,3,4,"480384803200000000000000000000",2,2,3,5,0,5,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,2,0
"485038020","STEPTOE SCH DIST 304",1,27,1,1,5,"000000000000000000000000000000",2,2,3,5,5,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,1,2
"485038021","TEKOA SCH DIST 265",1,194,2,3,4,"480384803200000000000000000000",2,2,3,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,1,2
"485039005","GRANDVIEW SCH DIST 116-200",1,2381,5,3,4,"480394800300000000000000000000",2,2,3,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,2,0
"485039006","GRANGER SCH DIST 204",1,979,2,3,5,"000000000000000000000000000000",2,2,4,4,4,0,2,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,2,0
"485039008","HIGHLAND SCH DIST 203",1,836,3,3,5,"000000000000000000000000000000",2,2,4,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,2,0
"485039009","MABTON SCH DIST 120",1,642,2,3,5,"000000000000000000000000000000",2,2,4,5,0,5,3,3,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,1,1
"485039010","EAST VALLEY SCH DIST 90",1,1831,5,3,5,"000000000000000000000000000000",2,2,4,5,5,0,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,2,0
"485039011","NACHES VALLEY JT 3 SCH DIST",1,1371,3,3,4,"480394801900000000000000000000",2,2,4,5,0,5,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,2,0
"485039012","SELAH SCH DIST 119",1,3112,7,3,4,"480394801300000000000000000000",2,2,3,5,0,5,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,2,0
"485039013","SUNNYSIDE SCH DIST 201",1,3987,6,3,5,"000000000000000000000000000000",2,2,4,5,0,5,4,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,1,2
"485039014","TOPPENISH SCH DIST 202",1,2610,7,3,5,"000000000000000000000000000000",2,2,0,5,5,0,2,2,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,1,2
"485039015","UNION GAP SCH DIST 2",1,436,1,1,5,"000000000000000000000000000000",2,2,4,5,5,0,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,2,0
"485039016","WAPATO SCH DIST 207",1,2797,6,3,5,"000000000000000000000000000000",2,2,3,5,0,5,1,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,1,2
"485039017","WEST VALLEY SCH DIST 208",1,3614,7,3,5,"000000000000000000000000000000",1,2,2,5,0,5,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,1,2
"485039019","YAKIMA SCH DIST 7",1,12076,27,3,5,"000000000000000000000000000000",1,2,4,5,5,0,3,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,2,0
"485039020","ZILLAH SCH DIST 205",1,897,3,3,5,"000000000000000000000000000000",2,2,3,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,2,0
"485039801","MOUNT ADAMS SCH DIST 209",1,967,3,3,4,"481174802000000000000000000000",2,2,4,5,0,5,2,2,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,2,0
"495001001","BARBOUR CO SCH DIST",1,2857,11,3,1,"000000000000000000000000000000",2,2,1,5,0,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495002001","BERKELEY CO SCH DIST",1,10415,25,3,1,"000000000000000000000000000000",2,2,2,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"495003001","BOONE CO SCH DIST",1,5616,21,3,1,"000000000000000000000000000000",2,2,2,5,0,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"495004001","BRAXTON CO SCH DIST",1,2695,9,3,1,"000000000000000000000000000000",2,2,2,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"495005001","BROOKE CO SCH DIST",1,4474,14,3,1,"000000000000000000000000000000",2,2,2,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"495006001","CABELL CO SCH DIST",1,14860,38,3,1,"000000000000000000000000000000",1,2,2,5,0,5,3,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"495007001","CALHOUN CO SCH DIST",1,1683,6,3,1,"000000000000000000000000000000",2,2,2,5,0,5,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495008001","CLAY CO SCH DIST",1,2282,10,3,1,"000000000000000000000000000000",2,2,1,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"495009001","DODDRIDGE CO SCH DIST",1,1361,10,3,1,"000000000000000000000000000000",2,2,1,5,5,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495010001","FAYETTE CO SCH DIST",1,9611,39,3,1,"000000000000000000000000000000",2,2,2,5,0,5,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"495011001","GILMER CO SCH DIST",1,1269,5,3,1,"000000000000000000000000000000",2,2,1,5,5,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"495012001","GRANT CO SCH DIST",1,1935,7,3,1,"000000000000000000000000000000",2,2,2,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495013001","GREENBRIER CO SCH DIST",2,6152,18,3,1,"000000000000000000000000000000",2,NA,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"495014001","HAMPSHIRE CO SCH DIST",1,3025,11,3,1,"000000000000000000000000000000",2,2,2,5,0,5,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,1
"495015001","HANCOCK CO SCH DIST",1,5481,17,3,1,"000000000000000000000000000000",2,2,2,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"495016001","HARDY CO SCH DIST",1,1918,5,3,1,"000000000000000000000000000000",2,2,2,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"495017001","HARRISON CO SCH DIST",1,12337,35,3,1,"000000000000000000000000000000",2,2,2,5,5,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495018001","JACKSON CO SCH DIST",1,5055,13,3,1,"000000000000000000000000000000",2,2,2,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"495019001","JEFFERSON CO SCH DIST",1,6316,13,3,1,"000000000000000000000000000000",2,2,2,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"495020001","KANAWHA CO SCH DIST",1,34284,99,3,1,"000000000000000000000000000000",1,2,1,5,5,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"495021001","LEWIS CO SCH DIST",1,3007,10,3,1,"000000000000000000000000000000",2,2,2,5,0,5,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,0
"495022001","LINCOLN CO SCH DIST",1,4717,20,3,1,"000000000000000000000000000000",2,2,1,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495023001","LOGAN CO SCH DIST",1,9397,34,3,1,"000000000000000000000000000000",2,2,2,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,1
"495024001","MC DOWELL CO SCH DIST",1,7782,24,3,1,"000000000000000000000000000000",2,2,2,5,5,0,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495025001","MARION CO SCH DIST",1,9482,27,3,1,"000000000000000000000000000000",2,2,2,5,0,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495026001","MARSHALL CO SCH DIST",1,6250,17,3,1,"000000000000000000000000000000",2,2,2,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495027001","MASON CO SCH DIST",1,4889,19,3,1,"000000000000000000000000000000",2,2,2,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"495028001","MERCER CO SCH DIST",1,11473,35,3,1,"000000000000000000000000000000",2,2,2,5,5,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"495029001","MINERAL CO SCHS",1,4735,15,3,1,"000000000000000000000000000000",2,2,1,5,5,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"495030001","MINGO CO SCH DIST",1,8033,32,3,1,"000000000000000000000000000000",2,2,2,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495031001","MONONGALIA CO SCH DIST",1,10075,42,3,1,"000000000000000000000000000000",2,2,2,5,5,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495032001","MONROE CO SCH DIST",1,2058,7,3,1,"000000000000000000000000000000",2,2,1,5,0,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"495033001","MORGAN CO SCH DIST",1,2177,8,3,1,"000000000000000000000000000000",2,2,2,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495034001","NICHOLAS CO SCH DIST",1,5138,20,3,1,"000000000000000000000000000000",2,2,1,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495035001","OHIO COUNTY SCH DIST",1,6269,18,3,1,"000000000000000000000000000000",2,2,2,5,5,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495036001","PENDLETON CO SCH DIST",1,1373,6,3,1,"000000000000000000000000000000",2,2,2,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,0
"495037001","PLEASANTS CO SCH DIST",1,1501,5,3,1,"000000000000000000000000000000",2,2,1,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495038001","POCAHONTAS CO SCH DIST",1,1518,5,3,1,"000000000000000000000000000000",2,0,2,5,0,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495039001","PRESTON CO SCH DIST",2,5921,17,3,1,"",NA,NA,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"495040001","PUTNAM CO SCH DIST",1,8097,24,3,1,"000000000000000000000000000000",2,2,2,5,5,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"495041001","RALEIGH CO SCH DIST",1,14716,41,3,1,"000000000000000000000000000000",2,2,2,5,0,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495042001","RANDOLPH CO SCH DIST",2,4986,17,3,1,"000000000000000000000000000000",2,NA,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"495043001","RITCHIE CO SCH DIST",1,1877,8,3,1,"000000000000000000000000000000",2,2,1,5,0,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,0
"495044001","ROANE CO SCH DIST",1,3013,8,3,1,"000000000000000000000000000000",2,2,2,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495045001","SUMMERS CO SCH DIST",2,2238,10,3,1,"000000000000000000000000000000",2,NA,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"495046001","TAYLOR CO SCH DIST",1,2710,8,3,1,"000000000000000000000000000000",2,0,2,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"495047001","TUCKER CO SCH DIST",1,1367,5,3,1,"000000000000000000000000000000",2,2,2,5,0,5,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"495048001","TYLER CO SCH DIST",1,1846,6,3,1,"000000000000000000000000000000",2,2,2,5,5,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"495049001","UPSHUR CO SCH DIST",1,4484,13,3,1,"000000000000000000000000000000",2,2,1,5,0,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495050001","WAYNE CO SCH DIST",1,8392,27,3,1,"000000000000000000000000000000",2,2,2,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495051001","WEBSTER CO SCH DIST",1,2282,5,3,1,"000000000000000000000000000000",2,2,1,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"495052001","WETZEL CO SCHOOL DISTRICT",2,3745,9,3,1,"000000000000000000000000000000",2,NA,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"495053001","WIRT CO SCH DIST",2,1081,3,3,1,"000000000000000000000000000000",2,NA,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"495054001","WOOD CO SCH DIST",1,15210,38,3,1,"000000000000000000000000000000",2,2,1,5,4,1,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"495055001","WYOMING CO SCH DIST",1,6857,26,3,1,"000000000000000000000000000000",2,2,2,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"505001002","ADAMS-FRIENDSHIP SCH DIST",1,1831,9,3,5,"000000000000000000000000000000",2,2,2,9,9,0,6,6,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"505002001","BUTTERNUT JT SCH DIST 1",1,338,2,3,5,"000000000000000000000000000000",2,2,1,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,1
"505002002","SCHOOL DIST OF GLIDDEN",1,322,2,3,4,"500025005850004000000000000000",2,2,1,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"505002003","MELLEN JOINT SCH DIST 1",1,459,2,3,5,"000000000000000000000000000000",2,2,1,7,7,0,4,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"505002801","SCHOOL DIST OF ASHLAND",1,2245,6,3,4,"500025000400000000000000000000",2,2,1,9,0,9,8,7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"505003005","BARRON AREA SCH DIST",1,1570,6,3,4,"500035001700000000000000000000",2,2,3,9,2,7,8,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"505003015","CAMERON VILLAGE JT SCH DIST 1",1,836,2,3,5,"000000000000000000000000000000",2,2,1,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"505003018","CHETEK CITY SCH DIST 5",1,1107,3,3,4,"500035005550009500170000000000",2,2,5,7,7,0,6,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"505003025","CUMBERLAND SCHOOL DISTRICT",1,1112,2,3,4,"500035000750049000000000000000",2,2,1,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"505003082","PRAIRIE FARM VILL JT SCH DIST",1,439,2,3,4,"500035001700000000000000000000",2,2,2,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"505003091","SCH.DIST.OF TURTLE LAKE",1,580,2,3,4,"500035004900000000000000000000",2,2,1,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"505003601","RICE LAKE AREA SCH DIST",1,2685,9,3,4,"500035006650055000000000000000",2,2,3,9,9,0,4,4,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"505004001","BAYFIELD SCH DIST",1,494,3,3,5,"000000000000000000000000000000",2,2,1,7,1,6,3,2,0,0,0,1,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"505004004","DRUMMOND JT SCH DIST 1",1,531,4,3,4,"500045001600000000000000000000",2,2,2,7,7,0,5,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
